INFO:root:Using Tensorboard, logs will be saved in model/nanodet_m_traf1/logs
INFO:root:Creating model...
INFO:root:Setting up data...
INFO:root:loading annotations into memory...
INFO:root:Found 408 annotation files.
INFO:root:Load 408 xml files and 682 boxes
INFO:root:Done (t=0.01s)
INFO:root:loading annotations into memory...
INFO:root:Found 98 annotation files.
INFO:root:Load 98 xml files and 156 boxes
INFO:root:Done (t=0.00s)
INFO:root:Training batch size: 16
INFO:root:Starting training...
INFO:root:Start warming up...
INFO:root:warmup|Iter(1/300)| lr:1.44e-02| loss_qfl:0.1163| loss_bbox:1.6171| loss_dfl:0.5224| 
INFO:root:warmup|Iter(11/300)| lr:1.86e-02| loss_qfl:0.1478| loss_bbox:1.4388| loss_dfl:0.4220| 
INFO:root:warmup|Iter(21/300)| lr:2.28e-02| loss_qfl:0.4118| loss_bbox:1.0822| loss_dfl:0.3271| 
INFO:root:warmup|Iter(26/300)| lr:2.49e-02| loss_qfl:0.3830| loss_bbox:0.9935| loss_dfl:0.2929| 
INFO:root:warmup|Iter(36/300)| lr:2.91e-02| loss_qfl:0.1860| loss_bbox:0.8280| loss_dfl:0.2542| 
INFO:root:warmup|Iter(46/300)| lr:3.33e-02| loss_qfl:0.2243| loss_bbox:0.7547| loss_dfl:0.2461| 
INFO:root:warmup|Iter(51/300)| lr:3.54e-02| loss_qfl:0.1998| loss_bbox:0.7190| loss_dfl:0.2326| 
INFO:root:warmup|Iter(61/300)| lr:3.96e-02| loss_qfl:0.5187| loss_bbox:0.7261| loss_dfl:0.2346| 
INFO:root:warmup|Iter(71/300)| lr:4.38e-02| loss_qfl:0.2322| loss_bbox:0.8309| loss_dfl:0.2916| 
INFO:root:warmup|Iter(76/300)| lr:4.59e-02| loss_qfl:0.1785| loss_bbox:0.7845| loss_dfl:0.2813| 
INFO:root:warmup|Iter(86/300)| lr:5.01e-02| loss_qfl:0.2321| loss_bbox:0.7045| loss_dfl:0.2303| 
INFO:root:warmup|Iter(96/300)| lr:5.43e-02| loss_qfl:0.2014| loss_bbox:0.7027| loss_dfl:0.2310| 
INFO:root:warmup|Iter(101/300)| lr:5.64e-02| loss_qfl:0.1951| loss_bbox:0.6235| loss_dfl:0.2147| 
INFO:root:warmup|Iter(111/300)| lr:6.06e-02| loss_qfl:0.2157| loss_bbox:0.5814| loss_dfl:0.2056| 
INFO:root:warmup|Iter(121/300)| lr:6.48e-02| loss_qfl:0.2281| loss_bbox:0.6197| loss_dfl:0.2098| 
INFO:root:warmup|Iter(126/300)| lr:6.69e-02| loss_qfl:0.1918| loss_bbox:0.5632| loss_dfl:0.1981| 
INFO:root:warmup|Iter(136/300)| lr:7.11e-02| loss_qfl:0.1632| loss_bbox:0.6118| loss_dfl:0.2003| 
INFO:root:warmup|Iter(146/300)| lr:7.53e-02| loss_qfl:0.2009| loss_bbox:0.5234| loss_dfl:0.1954| 
INFO:root:warmup|Iter(151/300)| lr:7.74e-02| loss_qfl:0.2170| loss_bbox:0.5379| loss_dfl:0.1958| 
INFO:root:warmup|Iter(161/300)| lr:8.16e-02| loss_qfl:0.1620| loss_bbox:0.5274| loss_dfl:0.1873| 
INFO:root:warmup|Iter(171/300)| lr:8.58e-02| loss_qfl:0.1926| loss_bbox:0.5300| loss_dfl:0.1869| 
INFO:root:warmup|Iter(176/300)| lr:8.79e-02| loss_qfl:0.2130| loss_bbox:0.5027| loss_dfl:0.1827| 
INFO:root:warmup|Iter(186/300)| lr:9.21e-02| loss_qfl:0.2211| loss_bbox:0.4966| loss_dfl:0.1809| 
INFO:root:warmup|Iter(196/300)| lr:9.63e-02| loss_qfl:0.1823| loss_bbox:0.4609| loss_dfl:0.1797| 
INFO:root:warmup|Iter(201/300)| lr:9.84e-02| loss_qfl:0.2193| loss_bbox:0.4640| loss_dfl:0.1792| 
INFO:root:warmup|Iter(211/300)| lr:1.03e-01| loss_qfl:0.2009| loss_bbox:0.4560| loss_dfl:0.1796| 
INFO:root:warmup|Iter(221/300)| lr:1.07e-01| loss_qfl:0.2075| loss_bbox:0.4678| loss_dfl:0.1837| 
INFO:root:warmup|Iter(226/300)| lr:1.09e-01| loss_qfl:0.1997| loss_bbox:0.4753| loss_dfl:0.1741| 
INFO:root:warmup|Iter(236/300)| lr:1.13e-01| loss_qfl:0.1743| loss_bbox:0.5114| loss_dfl:0.1855| 
INFO:root:warmup|Iter(246/300)| lr:1.17e-01| loss_qfl:0.1842| loss_bbox:0.4662| loss_dfl:0.1814| 
INFO:root:warmup|Iter(251/300)| lr:1.19e-01| loss_qfl:0.1849| loss_bbox:0.4606| loss_dfl:0.1857| 
INFO:root:warmup|Iter(261/300)| lr:1.24e-01| loss_qfl:0.1904| loss_bbox:0.4841| loss_dfl:0.1813| 
INFO:root:warmup|Iter(271/300)| lr:1.28e-01| loss_qfl:0.1942| loss_bbox:0.4637| loss_dfl:0.1719| 
INFO:root:warmup|Iter(276/300)| lr:1.30e-01| loss_qfl:0.1703| loss_bbox:0.4683| loss_dfl:0.1728| 
INFO:root:warmup|Iter(286/300)| lr:1.34e-01| loss_qfl:0.2071| loss_bbox:0.4580| loss_dfl:0.1771| 
INFO:root:warmup|Iter(296/300)| lr:1.38e-01| loss_qfl:0.2434| loss_bbox:0.4632| loss_dfl:0.1749| 
INFO:root:train|Epoch1/600|Iter1(0/25)| lr:1.40e-01| loss_qfl:0.1783| loss_bbox:0.4620| loss_dfl:0.1870| 
INFO:root:train|Epoch1/600|Iter11(10/25)| lr:1.40e-01| loss_qfl:0.2071| loss_bbox:0.4718| loss_dfl:0.1818| 
INFO:root:train|Epoch1/600|Iter21(20/25)| lr:1.40e-01| loss_qfl:0.1690| loss_bbox:0.4552| loss_dfl:0.1763| 
INFO:root:train|Epoch2/600|Iter26(0/25)| lr:1.40e-01| loss_qfl:0.1856| loss_bbox:0.4735| loss_dfl:0.1669| 
INFO:root:train|Epoch2/600|Iter36(10/25)| lr:1.40e-01| loss_qfl:0.1637| loss_bbox:0.4523| loss_dfl:0.1800| 
INFO:root:train|Epoch2/600|Iter46(20/25)| lr:1.40e-01| loss_qfl:0.1781| loss_bbox:0.4357| loss_dfl:0.1711| 
INFO:root:train|Epoch3/600|Iter51(0/25)| lr:1.40e-01| loss_qfl:0.1950| loss_bbox:0.6140| loss_dfl:0.1788| 
INFO:root:train|Epoch3/600|Iter61(10/25)| lr:1.40e-01| loss_qfl:0.1776| loss_bbox:0.4449| loss_dfl:0.1696| 
INFO:root:train|Epoch3/600|Iter71(20/25)| lr:1.40e-01| loss_qfl:0.2094| loss_bbox:0.3907| loss_dfl:0.1749| 
INFO:root:train|Epoch4/600|Iter76(0/25)| lr:1.40e-01| loss_qfl:0.1105| loss_bbox:0.3763| loss_dfl:0.1695| 
INFO:root:train|Epoch4/600|Iter86(10/25)| lr:1.40e-01| loss_qfl:0.1617| loss_bbox:0.4357| loss_dfl:0.1666| 
INFO:root:train|Epoch4/600|Iter96(20/25)| lr:1.40e-01| loss_qfl:0.1578| loss_bbox:0.4447| loss_dfl:0.1685| 
INFO:root:train|Epoch5/600|Iter101(0/25)| lr:1.40e-01| loss_qfl:0.1375| loss_bbox:0.3957| loss_dfl:0.1560| 
INFO:root:train|Epoch5/600|Iter111(10/25)| lr:1.40e-01| loss_qfl:0.1335| loss_bbox:0.4004| loss_dfl:0.1617| 
INFO:root:train|Epoch5/600|Iter121(20/25)| lr:1.40e-01| loss_qfl:0.1428| loss_bbox:0.4131| loss_dfl:0.1685| 
INFO:root:train|Epoch6/600|Iter126(0/25)| lr:1.40e-01| loss_qfl:0.1368| loss_bbox:0.3894| loss_dfl:0.1601| 
INFO:root:train|Epoch6/600|Iter136(10/25)| lr:1.40e-01| loss_qfl:0.1479| loss_bbox:0.3882| loss_dfl:0.1643| 
INFO:root:train|Epoch6/600|Iter146(20/25)| lr:1.40e-01| loss_qfl:0.1330| loss_bbox:0.4088| loss_dfl:0.1642| 
